ID,cluster_kmeans_features,cluster_hierarchical,cluster_kmeans_ts,cluster_dbscan
86223,2,0,1,0
86241,2,0,1,0
86273,2,1,0,0
86303,2,0,1,0
86306,2,0,1,0
86316,2,0,1,0
86336,2,0,1,0
86339,2,0,1,0
86340,2,0,1,0
86346,2,0,1,0
86362,2,0,0,0
86372,2,0,1,0
86382,2,0,1,0
86395,2,1,0,0
86402,1,1,0,0
86410,2,0,1,0
86427,2,0,1,0
86448,2,1,0,0
86476,2,0,1,0
86524,2,0,0,0
86550,2,0,0,0
86600,1,1,0,0
86605,2,0,1,0
86606,2,0,0,0
86630,2,0,1,0
86645,2,0,1,0
86658,2,0,1,0
86667,2,0,0,0
86688,2,0,0,0
86690,2,0,0,0
86708,1,0,0,0
86757,2,0,0,0
86770,2,0,1,0
86779,2,0,0,0
86812,2,0,0,0
86868,2,0,0,0
86945,2,0,0,0
86958,2,1,1,0
86973,2,0,1,0
86975,2,0,0,0
86989,2,0,1,0
87001,2,0,0,0
87016,2,0,1,0
87018,2,0,1,0
87025,2,0,1,0
87061,2,0,0,0
87068,2,0,0,0
87070,2,0,1,0
87108,2,0,1,0
87185,2,0,0,0
87192,2,0,1,0
87208,1,1,0,0
87235,1,1,0,0
87238,0,2,1,-1
87268,2,0,0,0
87274,2,0,0,0
87283,2,0,0,0
87288,2,0,1,0
87306,2,0,1,0
87319,2,0,1,0
87326,2,0,1,0
87330,2,0,1,0
87332,2,0,0,0
87371,2,0,1,0
87374,2,0,1,0
87397,1,1,0,0
87428,2,0,1,0
87457,2,0,1,0
87460,1,0,0,0
87477,2,0,0,0
87545,0,0,1,0
87559,0,2,1,0
87576,1,1,1,-1
87589,2,0,0,0
87602,2,0,1,0
87663,2,0,1,0
87675,2,0,0,0
87687,2,0,1,0
87692,2,0,0,0
87731,2,0,1,0
87738,2,0,1,0
87746,2,1,0,0
87752,2,0,0,0
87758,2,0,0,0
87828,2,0,0,0
87836,2,1,1,0
87853,1,0,0,0
87857,2,0,0,0
87861,1,1,0,0
87893,2,1,0,0
87941,2,0,1,0
87956,2,0,1,0
87973,2,0,0,0
87974,2,0,0,0
87980,2,0,1,0
87997,2,0,0,0
88013,2,0,1,0
88023,2,0,1,0
88063,2,0,1,0
88104,2,0,1,0
88106,2,1,1,0
88107,2,0,0,0
88127,2,0,1,0
88140,2,0,1,0
88148,2,0,0,0
88159,1,1,0,0
88168,2,0,1,0
88174,2,0,1,0
88196,2,0,1,0
88212,2,0,0,0
88218,2,0,0,0
88222,2,0,1,0
88252,2,0,1,0
88258,2,0,1,0
88276,2,0,1,0
88278,2,0,0,0
88280,2,0,1,0
88299,2,0,0,0
88327,0,0,1,0
88402,2,0,0,0
88413,2,0,0,0
88423,2,0,1,0
88444,2,0,1,0
88447,2,1,0,0
88463,2,0,1,0
88475,2,0,1,0
88500,2,0,1,0
88502,2,0,1,0
88503,2,0,0,0
88515,2,0,1,0
88541,2,0,0,0
88557,2,0,1,0
88561,2,1,0,0
88567,0,0,1,0
88572,1,1,1,0
88579,1,1,1,0
88589,2,0,1,0
88596,2,0,1,0
88638,2,0,1,0
88695,2,0,0,0
88721,2,0,1,0
88734,2,0,0,0
88737,0,0,1,0
88774,1,1,1,0
88810,1,1,1,0
88837,2,0,0,0
88882,2,0,0,0
88897,2,0,0,0
88916,2,0,0,0
88926,2,0,1,0
88942,2,0,1,0
88969,2,0,1,0
88971,2,0,1,0
88975,2,0,1,0
88990,0,0,1,0
89004,2,0,1,0
89033,2,0,0,0
89053,1,1,0,0
89092,2,1,0,0
89150,2,0,0,0
89156,2,0,0,0
89158,1,1,0,0
89178,2,1,1,0
89181,2,0,1,0
89189,1,1,1,0
89194,2,0,1,0
89211,2,0,1,0
89220,1,1,1,0
89221,2,0,0,0
89254,2,0,0,0
89308,2,0,1,0
89322,2,1,1,0
89326,2,0,1,0
89334,2,0,1,0
89336,2,0,1,0
89345,1,1,1,0
89347,2,0,1,0
89350,0,0,1,0
89354,2,0,0,0
89361,2,0,0,0
89363,1,1,0,-1
89371,2,0,0,0
89376,1,1,0,0
89388,2,0,1,0
89414,2,0,1,0
89432,2,0,1,0
89445,1,1,0,0
89472,2,0,0,0
89483,1,1,0,0
89503,2,0,1,0
89507,2,0,1,0
89531,2,0,1,0
89535,2,1,0,0
89554,2,0,0,0
89556,2,0,1,0
89600,1,1,0,0
89622,2,0,1,0
89624,2,0,1,0
89653,2,0,0,0
89656,2,1,0,0
89680,2,1,0,0
89729,1,1,0,0
89736,2,0,1,0
89740,2,0,1,0
89763,1,1,0,0
89792,2,0,0,0
89810,2,0,1,0
89839,1,1,0,0
89842,2,0,1,0
89844,1,1,0,0
89849,2,0,1,0
89868,2,0,0,0
89898,2,0,0,0
89921,2,0,1,0
89942,2,0,0,0
89943,2,0,1,0
89962,2,0,1,0
90013,2,0,1,0
90035,2,0,0,0
90062,2,0,1,0
90134,2,0,1,0
90160,0,0,1,0
90169,2,0,1,0
90175,2,0,1,0
90193,2,0,0,0
90204,2,0,1,0
90263,2,0,1,0
90275,1,1,1,0
90287,2,0,1,0
90337,1,1,0,0
90344,2,0,1,0
90357,2,0,1,0
90385,2,0,0,0
90462,2,0,0,0
90479,1,1,0,0
90480,1,1,1,0
90483,2,0,1,0
90588,2,0,0,0
90606,1,1,0,0
90622,2,0,1,0
90628,2,0,0,0
90630,2,0,0,0
90637,2,0,1,0
90642,2,0,1,0
90659,1,1,0,0
90669,2,0,1,0
90686,1,1,0,0
90737,2,0,1,0
90739,2,0,1,0
90759,2,1,1,0
90772,2,0,1,0
90813,2,0,0,0
90852,2,0,1,0
90856,1,1,1,0
90860,2,0,0,0
90871,2,0,1,0
90876,0,0,1,0
90908,2,0,0,0
91000,2,0,1,0
91001,1,1,0,0
91016,2,0,1,0
91035,2,0,1,0
91040,2,0,1,0
91062,2,0,0,0
91099,1,1,0,0
91116,2,0,1,0
91146,2,0,1,0
91148,2,0,1,0
91151,2,0,1,0
91196,0,0,1,0
91221,2,0,0,0
91255,2,0,1,0
91283,2,0,1,0
91292,2,0,1,0
91308,2,0,1,0
91309,2,0,0,0
91319,2,0,1,0
91323,2,0,1,0
91343,2,0,0,0
91344,2,1,1,0
91364,1,0,1,0
91368,2,0,1,0
91392,2,0,1,0
91403,2,0,1,0
91436,2,0,0,0
91437,1,1,0,0
91444,2,0,1,0
91445,2,0,1,0
91461,2,0,1,0
91479,1,1,0,0
91481,1,1,0,0
91491,1,1,0,0
91494,2,0,1,0
91512,2,0,1,0
91526,2,0,1,0
91539,2,0,1,0
91542,1,1,0,0
91560,2,0,1,0
91564,2,0,1,0
91572,2,0,0,0
91589,1,1,1,0
91613,2,0,0,0
91622,2,0,1,0
91631,2,0,1,0
91662,2,0,1,0
91682,2,0,1,0
91700,2,0,0,0
91709,2,0,1,0
91741,2,0,1,0
91762,2,0,1,0
91776,2,0,1,0
91784,2,0,0,0
91785,2,0,1,0
91788,2,0,0,0
91797,2,0,0,0
91907,2,0,1,0
91909,2,1,1,0
91910,0,0,1,0
91913,2,0,1,0
91925,2,0,0,0
91931,2,0,1,0
91939,2,0,1,0
91961,2,0,1,0
91969,2,0,1,0
91980,2,0,1,0
92003,2,0,1,0
92034,2,0,1,0
92059,2,0,0,0
92065,2,0,1,0
92078,2,0,0,0
92086,2,0,1,0
92091,2,0,1,0
92108,1,1,0,0
92123,1,1,0,0
92125,2,0,0,0
92142,2,0,1,0
92150,2,0,0,0
92164,1,1,1,0
92168,2,0,0,0
92169,2,0,1,0
92203,2,0,1,0
92229,2,0,1,0
92234,2,0,1,0
92245,1,1,0,0
92257,1,1,0,0
92267,2,1,1,0
92285,2,0,1,0
92291,2,0,0,0
92296,2,0,0,0
92299,2,0,1,0
92322,1,1,0,-1
92343,1,1,0,0
92373,2,0,1,0
92400,2,0,0,0
92459,0,0,1,0
92476,2,0,0,0
92528,2,0,0,0
92536,2,0,1,0
92601,2,0,1,0
92607,1,0,1,0
92614,2,0,1,0
92620,2,0,1,0
92636,2,0,1,0
92667,2,0,1,0
92680,2,0,1,0
92697,1,1,0,0
92710,2,1,0,0
92712,2,0,1,0
92741,2,0,0,0
92750,2,0,1,0
92773,2,1,1,0
92812,2,0,1,0
92835,2,0,1,0
92843,2,0,0,0
92864,2,0,1,0
92868,2,0,0,0
92874,2,0,1,0
92880,1,1,0,0
92926,2,0,0,0
92965,2,0,0,0
92978,2,0,1,0
92989,1,1,0,0
92995,2,0,0,0
93003,2,0,1,0
93004,2,0,0,0
93006,2,0,1,0
93013,1,1,1,0
93023,2,1,1,0
93053,2,0,1,0
93093,1,1,0,0
93128,2,0,1,0
93129,2,0,1,0
93150,2,0,1,0
93163,2,0,0,0
93177,1,1,1,0
93195,2,0,1,0
93231,2,0,1,0
93235,2,0,0,0
93242,2,1,1,0
93260,2,0,0,0
93262,2,0,1,0
93312,2,0,1,0
93313,2,0,1,0
93323,2,0,1,0
93344,2,0,1,0
93357,2,0,1,0
93370,2,0,1,0
93374,2,0,1,0
93376,1,1,0,0
93400,2,0,0,0
93403,2,1,1,0
93410,2,0,1,0
93429,2,0,1,0
93445,1,1,0,0
93452,2,0,0,0
93454,1,1,0,0
93461,2,0,0,0
93465,2,0,0,0
93480,1,1,0,0
93525,2,0,0,0
93545,1,1,0,0
93570,1,1,0,0
93575,0,0,1,0
93601,2,0,1,0
93664,2,0,0,0
93671,2,0,1,0
93679,2,1,0,0
93690,2,0,1,0
93701,2,0,0,0
93717,1,0,0,0
93718,2,0,0,0
93721,0,0,1,0
93725,2,0,1,0
93742,2,0,0,0
93782,2,0,0,0
93795,2,0,1,0
93819,2,0,1,0
93851,2,0,1,0
93858,2,0,1,0
93873,2,0,1,0
93899,2,0,0,0
93915,2,0,1,0
93918,2,0,1,0
93927,2,0,0,0
93965,2,0,0,0
93966,2,0,1,0
93976,2,0,1,0
93992,2,0,1,0
93993,2,0,1,0
94021,2,0,0,0
94073,2,0,1,0
94079,2,0,1,0
94110,2,0,0,0
94125,1,1,0,0
94129,2,0,1,0
94148,2,0,0,0
94153,1,1,0,0
94175,1,1,0,0
94184,2,0,1,0
94200,1,1,0,0
94276,2,0,1,0
94282,2,0,1,0
94312,2,0,0,0
94340,1,0,0,0
94352,2,0,1,0
94364,2,0,1,0
94369,2,0,1,0
94419,2,0,1,0
94433,2,0,1,0
94435,2,0,1,0
94461,2,0,1,0
94473,2,0,1,0
94518,2,0,1,0
94527,2,0,1,0
94532,2,0,1,0
94537,0,0,1,0
94538,2,0,0,0
94541,2,0,1,0
94545,2,0,0,0
94558,2,0,1,0
94604,2,0,1,0
94616,2,0,0,0
94625,2,0,0,0
94627,2,0,1,0
94657,2,0,0,0
94670,2,0,1,0
94684,1,1,1,0
94695,2,0,1,0
94703,2,0,1,0
94706,2,0,0,0
94708,2,0,1,0
94730,2,0,1,0
94732,2,0,1,0
94742,2,1,0,0
94756,2,0,0,0
94767,2,0,1,0
94814,2,0,1,0
94843,2,0,1,0
94868,2,0,1,0
94881,2,0,0,0
94893,2,0,0,0
94896,2,0,1,0
94906,2,0,0,0
94909,2,0,1,0
94927,0,1,0,0
94928,2,0,1,0
94940,2,0,0,0
94951,1,0,0,0
94963,1,1,0,0
94980,1,1,0,0
94992,2,0,1,0
94996,2,0,0,0
95003,2,0,1,0
95011,2,0,0,0
95021,2,0,1,0
95023,1,1,0,0
95032,2,0,1,0
95035,2,0,1,0
95043,1,0,0,0
95068,2,0,1,0
95085,1,1,0,0
95147,2,0,0,0
95161,2,0,0,0
95166,1,1,0,0
95193,2,0,1,0
95197,2,0,1,0
95200,1,1,0,0
95217,1,1,0,0
95233,2,0,1,0
95239,1,1,0,0
95245,2,1,0,0
95252,2,0,1,0
95259,1,1,0,0
95278,2,0,0,0
95300,2,0,1,0
95397,1,1,1,0
95413,2,0,0,0
95433,2,0,0,0
95462,1,1,0,0
95480,2,0,1,0
95553,2,0,0,0
95575,2,1,0,0
95588,2,0,1,0
95605,2,0,1,0
95616,2,0,0,0
95633,2,0,1,0
95673,1,0,0,0
95718,2,0,1,0
95758,2,0,1,0
95769,2,0,1,0
95789,2,0,0,0
95837,2,1,0,0
95839,2,0,1,0
95873,1,1,0,0
95877,2,0,0,0
95883,2,0,1,0
95890,2,0,0,0
95922,2,0,1,0
95929,2,0,1,0
95932,2,0,1,0
95941,2,0,0,0
95951,2,0,1,0
95974,0,0,1,0
95982,2,0,1,0
95999,2,0,1,0
96055,0,2,1,0
96062,1,1,1,0
96112,2,0,0,0
96141,2,0,1,0
96144,2,0,1,0
96176,2,0,1,0
96197,2,0,1,0
96206,0,0,1,0
96214,2,0,1,0
96249,2,0,0,0
96254,2,0,1,0
96255,2,0,0,0
96289,2,0,1,0
96293,2,0,1,0
96317,2,0,1,0
96339,2,0,0,0
96341,2,0,0,0
96369,2,0,0,0
96407,2,0,1,0
96413,2,0,1,0
96425,2,1,1,0
96443,2,0,1,0
96446,2,0,1,0
96453,2,0,1,0
96472,2,0,1,0
96520,2,0,1,0
96527,2,0,1,0
96539,2,0,1,0
96571,2,0,1,0
96576,2,0,1,0
96590,2,0,1,0
96596,2,0,0,0
96603,2,1,1,0
96628,2,1,0,0
96639,2,0,1,0
96650,2,0,1,0
96652,2,0,1,0
96662,2,0,1,0
96663,2,0,1,0
96667,2,0,0,0
96684,1,1,0,0
96698,2,0,1,0
96728,1,1,0,0
96741,2,0,1,0
96748,2,0,1,0
96778,2,0,1,0
96788,2,0,1,0
96791,2,0,0,0
96802,2,0,1,0
96815,2,0,0,0
96849,2,0,0,0
96866,0,0,1,0
96941,2,0,1,0
96949,2,1,1,0
96967,2,1,1,0
96976,2,0,0,0
97002,1,1,0,0
97033,2,0,1,0
97048,1,1,1,0
97110,2,0,1,0
97111,2,0,0,0
97126,2,0,1,0
97140,2,0,0,0
97142,1,1,0,0
97151,2,0,1,0
97159,2,0,0,0
97178,2,0,1,0
97226,2,0,1,0
97261,2,0,1,0
97279,2,0,0,0
97280,2,0,0,0
97283,1,0,0,0
97303,2,0,1,0
97312,2,0,0,0
97320,2,0,0,0
97323,1,1,0,0
97326,2,0,1,0
97365,1,1,0,0
97374,2,0,1,0
97459,1,1,1,0
97473,2,0,0,0
97485,2,0,1,0
97498,1,1,0,0
97500,1,1,0,0
97513,1,1,0,0
97523,2,0,0,0
97529,2,0,1,0
97569,2,0,0,0
97584,2,0,1,0
97585,2,0,1,0
97591,2,0,0,0
97592,1,0,0,0
97624,2,0,1,0
97636,1,0,1,0
97681,2,0,0,0
97683,2,0,1,0
97696,2,0,1,0
97698,2,0,0,0
97699,2,0,1,0
97711,1,1,0,0
97726,2,0,1,0
97764,2,0,0,0
97767,1,1,1,0
97799,2,0,1,0
97800,2,0,1,0
97803,2,0,0,0
97808,1,1,0,0
97821,2,0,0,0
97830,2,0,0,0
97837,2,0,0,0
97857,2,0,1,0
97867,2,0,1,0
97893,1,1,0,0
97897,2,1,0,0
97899,2,0,1,0
97959,2,1,1,0
97966,2,0,1,0
97981,2,0,1,0
97984,2,0,0,0
97994,2,0,1,0
98013,2,0,1,0
98014,2,0,1,0
98022,2,0,0,0
98050,2,0,0,0
98104,2,0,1,0
98116,1,1,0,0
98121,1,1,0,0
98122,2,0,1,0
98162,2,0,1,0
98192,1,1,0,0
98239,2,0,1,0
98242,2,0,1,0
98259,2,0,0,0
98267,2,0,0,0
98282,2,0,1,0
98299,2,0,0,0
98313,2,0,0,0
98345,2,0,1,0
98353,1,1,0,0
98358,2,0,0,0
98365,1,1,0,0
98399,2,0,1,0
98401,2,0,0,0
98411,2,0,1,0
98416,0,2,1,0
98420,2,0,1,0
98437,2,0,1,0
98450,2,0,0,0
98451,1,1,0,0
98477,2,0,1,0
98583,2,0,1,0
98620,2,0,0,0
98629,1,1,1,0
98693,2,0,1,0
98710,2,0,1,0
98751,2,0,0,0
98778,2,0,1,0
98781,2,0,1,0
98788,2,0,0,0
98792,2,0,1,0
98806,2,0,0,0
98817,2,0,1,0
98830,2,0,1,0
98838,2,0,1,0
98861,1,1,0,0
98879,2,0,1,0
98898,2,0,1,0
98912,0,0,1,0
98957,2,0,0,0
98986,2,0,1,0
99017,2,0,1,0
99029,2,0,1,0
99051,2,0,1,0
99068,2,1,0,0
99070,2,0,1,0
99114,2,0,1,0
99128,2,0,1,0
99193,2,0,1,0
99225,1,1,0,0
99245,2,0,0,0
99266,2,0,1,0
99272,2,0,1,0
99326,2,0,0,0
99336,2,0,0,0
99381,2,1,1,0
99430,2,0,0,0
99454,2,0,0,0
99456,2,0,1,0
99472,2,1,0,0
99473,0,0,1,0
99474,1,1,0,0
99521,2,0,1,0
99528,1,1,0,0
99546,0,0,0,0
99553,2,0,1,0
99573,2,1,1,0
99600,2,0,1,0
99606,2,0,0,0
99644,2,0,0,0
99703,2,0,0,0
99723,2,0,1,0
99729,2,0,0,0
99746,1,1,0,0
99784,2,0,0,0
99800,1,1,0,0
99820,2,0,1,0
99827,2,1,0,0
99830,2,0,0,0
99887,2,0,0,0
99892,2,0,1,0
99895,2,0,1,0
99897,1,1,1,0
99906,2,0,0,0
99916,2,0,1,0
99978,2,0,0,0
99984,2,0,1,0
99999,2,0,1,0
100048,2,0,1,0
100063,1,1,0,0
100081,2,0,1,0
100086,2,0,1,0
100098,2,0,1,0
100124,2,0,0,0
100208,1,1,0,0
100211,2,1,1,0
100220,2,0,1,0
100250,2,0,1,0
100252,2,0,1,0
100282,1,1,0,0
100331,2,0,1,0
100358,2,0,0,0
100361,1,1,0,0
100367,2,0,1,0
100370,2,0,1,0
100393,2,0,1,0
100409,2,0,0,0
100411,0,0,1,0
100429,2,1,0,0
100446,2,0,1,0
100455,2,0,1,0
100464,1,1,0,0
100480,1,1,0,0
100518,2,0,1,0
100532,2,0,1,0
100549,2,0,1,0
100566,2,0,0,0
100581,2,1,1,0
100583,2,0,1,0
100624,2,0,1,0
100637,2,0,1,0
100692,2,0,1,0
100694,2,0,1,0
100704,1,0,0,0
100716,2,0,0,0
100721,2,0,1,0
100748,2,0,1,0
100760,2,0,1,0
100776,1,1,1,0
100783,2,0,1,0
100786,2,0,1,0
100791,2,0,0,0
100824,2,0,1,0
100834,2,0,1,0
100847,2,0,1,0
100850,2,0,0,0
100855,2,1,1,0
100858,2,0,1,0
100869,1,1,0,0
100894,2,0,1,0
100917,2,0,1,0
100927,1,1,1,0
100936,2,0,1,0
100946,2,0,1,0
100966,2,0,0,0
100975,2,0,1,0
100976,2,0,0,0
101033,2,0,1,0
101056,2,1,0,0
101075,2,0,1,0
101094,2,0,1,0
101140,1,1,0,0
101157,2,0,0,0
101159,1,1,0,0
101164,2,0,0,0
101172,2,0,1,0
101182,2,0,0,0
101200,2,0,1,0
101208,0,0,0,0
101237,2,0,1,0
101238,2,0,1,0
101242,1,1,0,0
101248,2,0,1,0
101272,2,0,0,0
101280,1,1,0,0
101297,2,0,1,0
101306,2,0,0,0
101318,2,0,1,0
101331,2,0,1,0
101426,1,1,0,0
101444,2,0,0,0
101455,1,1,0,0
101456,1,1,0,0
101462,2,0,1,0
101481,2,0,1,0
101487,1,1,0,0
101517,1,1,0,0
101547,1,1,0,0
101549,2,0,1,0
101557,2,0,0,0
101565,2,0,1,0
101603,2,0,1,0
101605,2,0,0,0
101657,2,0,1,0
101664,2,0,0,0
101669,2,0,1,0
101672,2,0,1,0
101700,2,0,0,0
101732,1,1,1,0
101770,2,0,1,0
101802,2,0,1,0
101805,2,0,0,0
101814,1,1,1,0
101817,1,0,0,0
101831,1,1,1,0
101835,2,0,1,0
101837,2,0,1,0
101849,2,0,1,0
101871,1,1,0,0
101891,2,0,0,0
101908,2,0,0,0
101919,2,0,1,0
101923,2,0,0,0
101943,1,1,0,0
101976,2,0,0,0
101983,2,0,1,0
102006,0,2,1,0
102010,2,0,1,0
102019,2,0,1,0
102022,1,1,0,0
102038,2,1,0,0
102051,2,0,1,0
102055,2,0,1,0
102077,1,1,0,0
102078,2,0,1,0
102085,2,0,1,0
102086,2,0,0,0
102091,2,0,1,0
102106,2,0,0,0
102121,2,1,1,0
102129,2,0,0,0
102145,2,0,1,0
102146,1,1,0,0
102151,2,0,1,0
102197,2,0,1,0
102209,2,1,0,0
102242,2,0,1,0
102251,2,0,1,0
102258,2,0,0,0
102269,2,0,1,0
102287,2,0,1,0
102298,2,0,1,0
102306,2,0,1,0
102340,1,1,0,0
102345,2,0,0,0
102359,2,0,1,0
102378,0,0,1,0
102386,1,1,0,0
102403,2,0,1,0
102451,2,0,1,0
102460,2,0,0,0
102466,1,1,0,0
102473,2,0,0,0
102474,2,1,1,0
102477,0,0,1,0
102488,1,1,0,0
102489,2,0,1,0
102530,2,0,1,0
102543,2,0,1,0
102561,2,0,0,0
102570,2,0,1,0
102580,2,0,0,0
102603,2,0,0,0
102605,2,0,1,0
102609,2,0,1,0
102669,1,0,0,0
102683,2,0,1,0
102715,2,0,1,0
102725,2,0,1,0
102777,2,0,1,0
102808,2,0,1,0
102831,1,1,1,0
102890,2,0,0,0
102892,2,0,0,0
102912,2,1,1,0
102976,1,1,0,0
102983,2,0,1,0
103026,2,0,1,0
103030,2,0,1,0
103036,2,0,1,0
103047,2,1,1,0
103056,2,1,0,0
103064,2,0,1,0
103102,2,0,1,0
103122,2,1,1,0
103127,2,0,1,0
103151,2,0,0,0
103154,2,0,0,0
103173,1,1,0,0
103190,2,0,1,0
103193,2,0,1,0
103197,2,0,0,0
103198,2,0,0,0
103203,2,0,0,0
103211,2,0,1,0
103212,2,0,1,0
103227,2,1,1,0
103237,2,0,1,0
103268,2,0,1,0
103270,2,1,0,0
103282,2,0,1,0
103322,2,0,0,0
103374,2,0,0,0
103379,2,0,0,0
103389,2,0,1,0
103396,2,0,1,0
103424,2,0,1,0
103445,2,0,1,0
103449,2,0,0,0
103454,1,1,0,0
103488,2,0,0,0
103490,2,0,0,0
103497,2,0,0,0
103510,2,0,0,0
103515,2,0,1,0
103536,2,0,1,0
103537,2,0,0,0
103546,2,0,1,0
103555,2,0,0,0
103571,2,0,1,0
103577,2,0,0,0
103585,2,0,1,0
103596,2,0,1,0
103603,2,0,0,0
103604,1,1,0,0
103614,2,0,1,0
103631,2,0,0,0
103647,0,0,1,0
103679,2,0,1,0
103685,2,0,0,0
103708,2,0,0,0
103717,1,1,0,0
103741,1,0,0,0
103755,2,0,1,0
103761,1,1,0,0
103769,2,0,1,0
103777,2,0,1,0
103813,2,0,1,0
103831,2,0,1,0
103832,2,0,0,0
103841,2,0,1,0
103843,2,0,0,0
103857,2,0,1,0
103884,1,1,0,0
103890,2,0,0,0
103899,0,0,1,0
103960,2,0,1,0
103970,2,1,0,0
103976,1,1,1,0
104006,2,0,1,0
104010,2,0,0,0
104015,1,1,0,0
104029,2,0,1,0
104047,2,0,1,0
104061,2,0,1,0
104095,0,2,1,-1
104105,1,1,1,0
104112,1,1,0,0
104134,2,0,1,0
104139,2,0,0,0
104165,2,0,1,0
104177,2,0,1,0
104187,2,0,1,0
104222,1,1,1,0
104248,0,2,1,0
104250,2,0,1,0
104254,2,0,1,0
104280,2,0,1,0
104282,2,0,1,0
104287,2,0,0,0
104296,1,1,1,0
104319,2,0,1,0
104345,2,0,1,0
104389,1,1,0,0
104400,2,0,1,0
104405,2,0,0,0
104407,2,0,1,0
104427,2,0,1,0
104431,2,0,1,0
104453,1,1,0,0
104458,2,0,0,0
104473,2,0,1,0
104477,2,0,0,0
104492,0,0,1,0
104498,2,0,0,0
104499,2,0,1,0
104512,2,0,0,0
104526,2,0,1,0
104530,2,0,1,0
104546,1,1,0,0
104550,2,0,0,0
104558,2,0,1,0
104562,2,0,1,0
104579,2,0,1,0
104584,2,0,1,0
104587,2,0,0,0
104616,2,0,0,0
104628,2,0,1,0
104630,2,0,0,0
104636,2,0,1,0
104673,2,1,1,0
104696,1,1,0,0
104708,2,0,1,0
104744,2,0,1,0
104762,1,1,0,0
104802,2,0,1,0
104805,2,0,1,0
104831,2,0,1,0
104845,2,0,0,0
104877,2,0,1,0
104900,1,1,0,0
104902,0,2,1,1
104909,2,0,0,0
104920,2,0,0,0
104930,1,0,1,0
104934,2,0,1,0
104970,2,0,1,0
105001,2,0,1,0
105065,2,0,1,0
105071,2,0,1,0
105102,2,0,1,0
105106,2,0,0,0
105120,2,0,1,0
105145,2,0,1,0
105174,2,0,0,0
105177,2,0,1,0
105201,1,1,0,0
105203,2,1,1,0
105207,2,0,0,0
105210,2,0,0,0
105238,2,1,1,0
105260,2,0,1,0
105269,1,1,0,0
105271,2,0,1,0
105297,2,0,1,0
105298,2,0,0,0
105330,2,1,1,0
105337,2,0,1,0
105359,2,0,1,0
105363,1,1,0,0
105377,1,1,1,-1
105458,2,0,1,0
105468,2,0,0,0
105470,2,0,1,0
105489,2,0,1,0
105508,2,0,0,0
105537,2,0,1,0
105585,2,0,0,0
105594,1,1,0,0
105637,2,1,1,0
105649,2,1,1,0
105679,2,0,1,0
105691,2,0,0,0
105705,1,1,0,0
105727,2,0,1,0
105774,2,0,1,0
105786,2,0,1,0
105795,1,0,0,0
105798,2,1,0,0
105859,2,0,1,0
105861,2,0,0,0
105913,1,1,0,0
105920,2,0,1,0
105941,2,0,1,0
105948,1,1,0,0
105950,2,0,0,0
105986,2,0,0,0
105990,0,0,1,0
106022,2,0,1,0
106044,2,0,0,0
106045,2,0,0,0
106065,2,0,0,0
106073,2,0,0,0
106079,2,0,1,0
106094,2,0,1,0
106102,1,1,0,0
106125,2,1,0,0
106126,2,1,1,0
106139,2,0,1,0
106140,2,0,1,0
106172,2,0,0,0
106207,2,1,0,0
106247,2,0,0,0
106249,2,0,0,0
106269,2,0,1,0
106273,1,1,0,0
106338,2,0,0,0
106342,2,0,1,0
106356,2,0,0,0
106361,2,0,1,0
106365,2,0,0,0
106443,2,0,1,0
106448,2,0,1,0
106476,2,1,1,0
106487,2,0,1,0
106490,2,0,1,0
106541,2,0,0,0
106545,2,0,1,0
106546,2,0,1,0
106555,1,0,1,0
106622,2,0,0,0
106626,2,0,0,0
106640,1,1,1,0
106652,2,0,0,0
106672,2,0,1,0
106701,2,1,0,0
106728,2,0,1,0
106732,2,0,0,0
106746,1,0,1,0
106762,2,0,1,0
106763,2,0,1,0
106764,2,0,1,0
106768,2,0,1,0
106770,2,0,0,0
106783,2,0,1,0
106791,2,0,0,0
106799,1,0,1,0
106801,2,0,1,0
106833,2,0,1,0
106874,2,0,0,0
106889,2,0,0,0
106908,1,1,1,0
106934,2,1,1,0
106950,2,0,1,0
106958,2,0,1,0
106972,2,1,1,0
106993,2,0,0,0
106998,2,0,0,0
107013,2,0,1,0
107017,2,0,1,0
107055,2,1,1,0
107110,2,0,1,0
107112,1,1,0,0
107151,1,1,0,0
107162,2,0,0,0
107172,1,1,0,0
107174,2,0,1,0
107233,2,0,0,0
107250,2,0,0,0
107272,2,0,1,0
107304,2,0,1,0
107307,2,0,1,0
107330,2,0,0,0
107350,2,0,0,0
107358,2,0,1,0
107361,2,0,1,0
107405,2,0,1,0
107444,2,0,0,0
107445,2,0,0,0
107447,2,0,0,0
107486,0,0,1,0
107529,1,1,0,0
107538,1,1,0,0
107550,2,0,0,0
107553,2,0,0,0
107557,2,0,1,0
107577,2,0,1,0
107583,2,0,1,0
107587,2,1,1,0
107623,2,0,1,0
107630,2,0,1,0
107650,2,0,1,0
107663,2,0,1,0
107686,2,0,1,0
107720,1,1,1,0
107738,1,1,0,0
107740,2,0,1,0
107741,1,1,1,0
107752,1,1,0,0
107821,2,0,0,0
107858,1,1,0,0
107881,2,0,1,0
107891,2,0,0,0
107892,2,0,1,0
107922,2,0,0,0
107947,2,1,0,0
107989,1,1,0,0
108000,2,0,1,0
108003,2,1,1,0
108023,2,0,1,0
108032,2,0,1,0
108035,2,0,1,0
108037,2,0,1,0
108045,2,1,0,0
